#chr	start	end	gene_id	strand	gene_name
chr17	63819432	63830011	ENSG00000108592	-	FTSJ3
chr17	63928739	63932335	ENSG00000007312	-	CD79B
chr17	64002593	64020633	ENSG00000108622	-	ICAM2
chr17	64449036	64468642	ENSG00000271605	+	MILR1
chr17	64498253	64508198	ENSG00000108654	-	DDX5
chr17	64506864	64542460	ENSG00000258890	+	CEP95
chr17	64542281	64662306	ENSG00000108854	-	SMURF2
chr17	64854311	64919479	ENSG00000176809	-	LRRC37A3
chr17	65635536	66192132	ENSG00000154240	-	CEP112
chr17	66302612	66810742	ENSG00000154229	+	PRKCA
chr17	66964706	67033397	ENSG00000075461	+	CACNG4
chr17	67070443	67245988	ENSG00000198265	-	HELZ
chr17	67377280	67697260	ENSG00000154217	+	PITPNC1
chr17	67825502	67984377	ENSG00000171634	+	BPTF
chr17	68035635	68046853	ENSG00000182481	+	KPNA2
chr17	69147213	69244845	ENSG00000154263	-	ABCA10
chr17	69244310	69327243	ENSG00000154265	-	ABCA5
chr17	70053428	70135607	ENSG00000153822	+	KCNJ16
chr17	72645948	73092711	ENSG00000133195	-	SLC39A11
chr17	74213570	74262019	ENSG00000141540	+	TTYH2
chr17	74326209	74355819	ENSG00000196169	+	KIF19
chr17	74466398	74484793	ENSG00000167851	+	CD300A
chr17	74541072	74546114	ENSG00000167850	-	CD300C
chr17	74670577	74747334	ENSG00000172794	+	RAB37
chr17	74770528	74776366	ENSG00000109065	-	NAT9
chr17	74842022	74861503	ENSG00000161509	-	GRIN2C
chr17	74862496	74873030	ENSG00000161513	-	FDXR
chr17	75441158	75500451	ENSG00000177728	+	TMEM94
chr17	75500260	75515536	ENSG00000177303	-	CASKIN2
chr17	75588057	75626848	ENSG00000266714	+	MYO15B
chr17	75721327	75757817	ENSG00000132470	+	ITGB4
chr17	75784805	75825798	ENSG00000132478	+	UNK
chr17	75827224	75844551	ENSG00000092929	-	UNC13D
chr17	75845698	75856506	ENSG00000132471	-	WBP2
chr17	75874163	75878580	ENSG00000132481	-	TRIM47
chr17	75880334	75896950	ENSG00000141569	-	TRIM65
chr17	75979239	76000585	ENSG00000257949	+	TEN1
chr17	75979251	76005984	ENSG00000261408	+	TEN1-CDK3
chr17	76000905	76005998	ENSG00000250506	+	CDK3
chr17	76038774	76072516	ENSG00000167881	-	SRP68
chr17	76142464	76240492	ENSG00000141576	-	RNF157
chr17	76274048	76307997	ENSG00000129646	-	QRICH2
chr17	76389455	76453151	ENSG00000175931	-	UBE2O
chr17	76563709	76570543	ENSG00000284526	-	AC015802.6
chr17	76565376	76586955	ENSG00000070731	-	ST6GALNAC2
chr17	76624760	76643785	ENSG00000070526	-	ST6GALNAC1
chr17	76672550	76711015	ENSG00000182534	-	MXRA7
chr17	76735864	76781448	ENSG00000092931	+	MFSD11
chr17	78174090	78187232	ENSG00000167900	-	TK1
chr17	78187316	78207700	ENSG00000183077	+	AFMID
chr17	78231309	78240986	ENSG00000204278	+	TMEM235
chr17	78378648	78425113	ENSG00000087157	+	PGS1
chr17	78423696	78577395	ENSG00000187775	-	DNAH17
chr17	78991715	79009866	ENSG00000171302	-	CANT1
chr17	79022813	79049787	ENSG00000173918	+	C1QTNF1
chr17	79074823	79088598	ENSG00000167280	+	ENGASE
chr17	79792131	79801682	ENSG00000141570	-	CBX8
chr17	80134368	80147150	ENSG00000141543	-	EIF4A3
chr17	80206715	80220922	ENSG00000181523	-	SGSH
chr17	80219698	80253499	ENSG00000181045	+	SLC26A11
chr17	80260865	80398785	ENSG00000173821	+	RNF213
chr17	80415164	80438085	ENSG00000173818	+	ENDOV
chr17	80466833	80477842	ENSG00000171246	-	NPTX1
chr17	80544818	80966370	ENSG00000141564	+	RPTOR
chr17	80991597	81009516	ENSG00000176108	+	CHMP6
chr17	81110486	81166220	ENSG00000181409	-	AATK
chr17	81189592	81222998	ENSG00000141577	-	CEP131
chr17	81228276	81239090	ENSG00000167302	-	TEPSIN
chr17	81395456	81466331	ENSG00000266074	+	BAHCC1
chr17	81509412	81523846	ENSG00000184009	-	ACTG1
chr17	81528376	81537129	ENSG00000186765	+	FSCN2
chr17	81539884	81553960	ENSG00000185504	-	FAAP100
chr17	81665035	81666632	ENSG00000204237	-	OXLD1
chr17	81666736	81673903	ENSG00000185298	+	CCDC137
chr17	81681186	81683796	ENSG00000214087	-	ARL16
chr17	81683325	81703137	ENSG00000185359	+	HGS
chr17	81703366	81707516	ENSG00000262814	+	MRPL12
chr17	81867720	81871375	ENSG00000141522	-	ARHGDIA
chr17	81952506	81961839	ENSG00000185269	-	NOTUM
chr17	82023304	82031150	ENSG00000169683	+	LRRC45
chr17	82035135	82037696	ENSG00000169738	-	DCXR
chr17	82047901	82051810	ENSG00000169733	-	RFNG
chr17	82057505	82065886	ENSG00000169718	-	DUS1L
chr17	82078337	82098293	ENSG00000169710	-	FASN
chr17	82101459	82212829	ENSG00000176155	-	CCDC57
chr17	82389209	82418636	ENSG00000181396	-	OGFOD3
chr17	82418317	82442644	ENSG00000169660	+	HEXD
chr17	82442585	82450828	ENSG00000178927	-	CYBC1
chr17	82458179	82490536	ENSG00000141562	+	NARF
chr17	82614561	82648552	ENSG00000141580	-	WDR45B
chr18	47389	49556	ENSG00000173213	-	TUBB8B
chr18	214519	268049	ENSG00000079134	-	THOC1
chr18	596987	650333	ENSG00000079101	+	CLUL1
chr18	670317	712661	ENSG00000132199	-	ENOSF1
chr18	904870	912171	ENSG00000141433	+	ADCYAP1
chr18	2916993	3013143	ENSG00000101577	-	LPIN2
chr18	3066806	3219967	ENSG00000101605	-	MYOM1
chr18	3261478	3278460	ENSG00000118680	+	MYL12B
chr18	3496031	4455306	ENSG00000170579	-	DLGAP1
chr18	5392380	5630699	ENSG00000082397	-	EPB41L3
chr18	5882071	5895954	ENSG00000206432	-	TMEM200C
chr18	5954705	6415236	ENSG00000154655	-	L3MBTL4
chr18	6729715	6915715	ENSG00000088756	+	ARHGAP28
chr18	6941741	7117796	ENSG00000101680	-	LAMA1
chr18	7566781	8406860	ENSG00000173482	+	PTPRM
chr18	9136227	9285984	ENSG00000101745	+	ANKRD12
chr18	9334766	9402419	ENSG00000128791	+	TWSG1
chr18	9546790	9615239	ENSG00000154845	-	PPP4R1
chr18	9708274	9862550	ENSG00000168461	+	RAB31
chr18	10525904	10552763	ENSG00000134265	+	NAPG
chr18	10666482	11149568	ENSG00000154864	-	PIEZO2
chr18	11689263	11885684	ENSG00000141404	+	GNAL
chr18	12093842	12129763	ENSG00000181626	+	ANKRD62
chr18	12254360	12277594	ENSG00000176194	+	CIDEA
chr18	12658042	12725739	ENSG00000128789	+	PSMG2
chr18	12785477	12929642	ENSG00000175354	-	PTPN2
chr18	12991361	13125051	ENSG00000101639	+	CEP192
chr18	14728271	14854037	ENSG00000180777	+	ANKRD30B
chr18	20946905	21111812	ENSG00000067900	-	ROCK1
chr18	21650900	21704773	ENSG00000158201	-	ABHD3
chr18	23197143	23437960	ENSG00000134490	-	TMEM241
chr18	23503469	23531821	ENSG00000141452	+	RMC1
chr18	23506183	23586505	ENSG00000141458	-	NPC1
chr18	23598925	23662910	ENSG00000154065	-	ANKRD29
chr18	23689452	23956221	ENSG00000053747	+	LAMA3
chr18	24138986	24161599	ENSG00000154040	+	CABYR
chr18	24162044	24397879	ENSG00000141447	-	OSBPL1A
chr18	24426633	24453530	ENSG00000154059	+	IMPACT
chr18	25061923	25352189	ENSG00000198795	-	ZNF521
chr18	26016252	26091216	ENSG00000141380	-	SS18
chr18	26226444	26391684	ENSG00000141384	+	TAF4B
chr18	26454909	26657400	ENSG00000134504	-	KCTD1
chr18	27932878	28177945	ENSG00000170558	-	CDH2
chr18	31129235	31162855	ENSG00000134765	-	DSC1
chr18	31623168	31685835	ENSG00000118276	-	B4GALT6
chr18	32018824	32073218	ENSG00000101695	+	RNF125
chr18	32091873	32131560	ENSG00000134758	+	RNF138
chr18	32124876	32470881	ENSG00000141441	-	GAREM1
chr18	32937401	33441100	ENSG00000166960	-	CCDC178
chr18	34493289	34891843	ENSG00000134769	+	DTNA
chr18	35581116	35711833	ENSG00000141429	+	GALNT1
chr18	36297713	36780054	ENSG00000134775	+	FHOD3
chr18	36777646	36829215	ENSG00000134779	-	TPGS2
chr18	37243039	37565826	ENSG00000101489	-	CELF4
chr18	41955233	42087829	ENSG00000078142	+	PIK3C3
chr18	42743226	43115690	ENSG00000152214	-	RIT2
chr18	43267891	43277534	ENSG00000132872	-	SYT4
chr18	45724126	45752519	ENSG00000141469	+	SLC14A1
chr18	45847608	45967328	ENSG00000152223	-	EPG5
chr18	46080247	46104333	ENSG00000152234	-	ATP5F1A
chr18	46173552	46266991	ENSG00000152242	+	C18orf25
chr18	46667820	46759256	ENSG00000101638	-	ST8SIA5
chr18	46917491	47102242	ENSG00000167216	+	KATNAL2
chr18	46962767	46964407	ENSG00000288616	-	AC090373.2
chr18	46968694	46969911	ENSG00000275553	-	ELOA3CP
chr18	47022286	47023926	ENSG00000288607	-	AC012254.6
chr18	47028201	47029841	ENSG00000288631	-	AC012254.7
chr18	47808956	47931145	ENSG00000175387	-	SMAD2
chr18	48539030	48863216	ENSG00000134030	+	CTIF
chr18	49036386	49461346	ENSG00000141627	-	DYM
chr18	49488452	49492522	ENSG00000265681	-	RPL17
chr18	49782163	49813952	ENSG00000167315	-	ACAA2
chr18	49822788	50195146	ENSG00000167306	-	MYO5B
chr18	50266881	50281773	ENSG00000141644	-	MBD1
chr18	50282342	50287838	ENSG00000154832	-	CXXC1
chr18	50795119	50825401	ENSG00000134042	-	MRO
chr18	50879079	50954256	ENSG00000082212	+	ME2
chr18	52340196	53535902	ENSG00000187323	+	DCC
chr18	54269516	54321265	ENSG00000101751	+	POLI
chr18	54324357	54357963	ENSG00000174448	-	STARD6
chr18	54717859	54895515	ENSG00000041353	+	RAB27B
chr18	54901508	54959460	ENSG00000166510	-	CCDC68
chr18	56597208	56651599	ENSG00000091164	-	TXNL1
chr18	56651342	57029810	ENSG00000091157	+	WDR7
chr18	57352556	57371730	ENSG00000177511	+	ST8SIA3
chr18	57544376	57586701	ENSG00000066926	-	FECH
chr18	57646425	57803314	ENSG00000081923	-	ATP8B1
chr18	58044225	58401539	ENSG00000049759	+	NEDD4L
chr18	58862599	58986479	ENSG00000074657	+	ZNF532
chr18	59327822	59359264	ENSG00000074695	-	LMAN1
chr18	61333429	61555778	ENSG00000101542	+	CDH20
chr18	62715540	62980432	ENSG00000081913	+	PHLPP1
chr18	63327725	63367227	ENSG00000119537	-	KDSR
chr18	63389189	63422475	ENSG00000119541	-	VPS4B
chr18	65750251	65890336	ENSG00000081138	+	CDH7
chr18	66501082	66604137	ENSG00000071991	-	CDH19
chr18	67506586	67516719	ENSG00000171451	-	DSEL
chr18	70003030	70205699	ENSG00000176225	-	RTTN
chr18	74148522	74160530	ENSG00000075336	+	TIMM21
chr18	74495815	74523453	ENSG00000133313	+	CNDP2
chr18	74534499	74587211	ENSG00000150656	+	CNDP1
chr18	74597869	75065668	ENSG00000215421	+	ZNF407
chr18	76822556	76972900	ENSG00000130856	+	ZNF236
chr18	76978826	77133682	ENSG00000197971	-	MBP
chr18	79069284	79378286	ENSG00000166377	+	ATP9B
chr18	79902419	79951656	ENSG00000122490	-	SLC66A2
chr18	79970812	80033948	ENSG00000141759	-	TXNL4A
chr18	80034345	80097087	ENSG00000267127	+	AC090360.1
chr18	80034388	80050650	ENSG00000101546	+	RBFA
chr18	80157231	80247513	ENSG00000178184	-	PARD6G
chr20	270862	290777	ENSG00000196476	-	C20orf96
chr20	325551	330223	ENSG00000177732	+	SOX12
chr20	362834	397558	ENSG00000101255	+	TRIB3
chr20	407497	432138	ENSG00000125826	+	RBCK1
chr20	958451	1002310	ENSG00000101282	-	RSPO4
chr20	1180560	1185414	ENSG00000125895	-	TMEM74B
chr20	1442161	1473841	ENSG00000088833	-	NSFL1C
chr20	1540143	1620008	ENSG00000260861	-	AL049634.2
chr20	1561384	1620060	ENSG00000101307	-	SIRPB1
chr20	1894166	1940591	ENSG00000198053	+	SIRPA
chr20	2101826	2177037	ENSG00000125834	+	STK35
chr20	2481816	2524701	ENSG00000088876	-	ZNF343
chr20	2658394	2664218	ENSG00000101365	-	IDH3B
chr20	2692873	2760107	ENSG00000088881	+	EBF4
chr20	2864183	3039075	ENSG00000132670	+	PTPRA
chr20	3107572	3160195	ENSG00000185019	-	UBOX5
chr20	3146518	3159864	ENSG00000215251	-	FASTKD5
chr20	3162616	3173591	ENSG00000088899	-	LZTS3
chr20	3208867	3223869	ENSG00000125877	+	ITPA
chr20	3249305	3407668	ENSG00000088854	-	C20orf194
chr20	3471017	3651117	ENSG00000088812	+	ATRN
chr20	3659247	3663398	ENSG00000125861	-	GFRA4
chr20	3667969	3682245	ENSG00000149451	-	ADAM33
chr20	3753507	3767780	ENSG00000101220	-	C20orf27
chr20	3786771	3806120	ENSG00000101224	+	CDC25B
chr20	3820523	3828837	ENSG00000125843	+	AP5S1
chr20	4120979	4187746	ENSG00000088826	+	SMOX
chr20	4852355	5010292	ENSG00000089057	-	SLC23A2
chr20	5068231	5113102	ENSG00000089063	-	TMEM230
chr20	5114952	5126625	ENSG00000132646	-	PCNA
chr20	5126878	5197886	ENSG00000101290	+	CDS2
chr20	5950651	5998976	ENSG00000125885	+	MCM8
chr20	6040545	6054059	ENSG00000125872	-	LRRN4
chr20	6074844	6123029	ENSG00000101311	-	FERMT1
chr20	7977345	8019804	ENSG00000125827	-	TMX4
chr20	9068762	9481241	ENSG00000101333	+	PLCB4
chr20	9514357	9530523	ENSG00000125869	+	LAMP5
chr20	10435304	10636828	ENSG00000149346	+	SLX4IP
chr20	10637683	10673998	ENSG00000101384	-	JAG1
chr20	11890722	11926608	ENSG00000132640	+	BTBD3
chr20	13389391	13638931	ENSG00000089123	-	TASP1
chr20	13785006	13821579	ENSG00000101247	+	NDUFAF5
chr20	13995368	16053196	ENSG00000172264	+	MACROD2
chr20	16272103	16573447	ENSG00000089177	-	KIF16B
chr20	17226106	17484577	ENSG00000125851	+	PCSK2
chr20	17570074	17609918	ENSG00000125868	+	DSTN
chr20	17613677	17682294	ENSG00000125844	-	RRBP1
chr20	18383366	18467280	ENSG00000089091	-	DZANK1
chr20	18507519	18561414	ENSG00000101310	+	SEC23B
chr20	18567346	18569562	ENSG00000232388	+	SMIM26
chr20	19212641	19722925	ENSG00000185052	+	SLC24A3
chr20	20389529	20712643	ENSG00000188559	-	RALGAPA2
chr20	23374518	23421518	ENSG00000125814	-	NAPB
chr20	23626705	23638472	ENSG00000101439	-	CST3
chr20	24469628	24666615	ENSG00000101463	+	SYNDIG1
chr20	24949268	24959927	ENSG00000077984	+	CST7
chr20	24962924	24992750	ENSG00000101474	-	APMAP
chr20	25006229	25058979	ENSG00000154930	-	ACSS1
chr20	25248084	25298011	ENSG00000100994	+	PYGB
chr20	25294741	25390834	ENSG00000100997	-	ABHD12
chr20	31637911	31645005	ENSG00000131055	+	COX4I2
chr20	31664451	31723988	ENSG00000171552	-	BCL2L1
chr20	31819307	31834688	ENSG00000101306	+	MYLK2
chr20	32631624	32673940	ENSG00000198547	-	C20orf203
chr20	32632182	32743566	ENSG00000285382	-	FO393400.1
chr20	33490074	33650035	ENSG00000078699	+	CBFA2T2
chr20	33675476	33686384	ENSG00000101412	-	E2F1
chr20	33702757	33720318	ENSG00000101417	-	PXMP4
chr20	33811347	33854365	ENSG00000101421	+	CHMP4B
chr20	34280267	34311801	ENSG00000101444	-	AHCY
chr20	34363240	34540747	ENSG00000078747	+	ITCH
chr20	34546853	34560344	ENSG00000101460	+	MAP1LC3A
chr20	34689096	34825650	ENSG00000198646	-	NCOA6
chr20	34928431	34956026	ENSG00000100983	-	GSS
chr20	34975402	35002436	ENSG00000078814	+	MYH7B
chr20	35002403	35092806	ENSG00000100991	-	TRPC4AP
chr20	35115363	35147335	ENSG00000088298	-	EDEM2
chr20	35172071	35216239	ENSG00000101000	+	PROCR
chr20	35201744	35278130	ENSG00000126005	-	MMP24OS
chr20	35278906	35284984	ENSG00000242372	-	EIF6
chr20	35302565	35412030	ENSG00000101019	-	UQCC1
chr20	35455163	35519279	ENSG00000126001	+	CEP250
chr20	35542037	35557633	ENSG00000125991	+	ERGIC3
chr20	35615828	35621093	ENSG00000061656	+	SPAG4
chr20	35626030	35664955	ENSG00000214078	-	CPNE1
chr20	35632339	35674543	ENSG00000272897	-	AL109827.1
chr20	35648924	35664955	ENSG00000244462	-	RBM12
chr20	35701346	35742311	ENSG00000131051	-	RBM39
chr20	36091503	36232798	ENSG00000088367	+	EPB41L1
chr20	36306335	36528636	ENSG00000080845	+	DLGAP4
chr20	36574552	36612383	ENSG00000259399	+	TGIF2-RAB5IF
chr20	36751790	36773817	ENSG00000149636	-	DSN1
chr20	37101225	37179587	ENSG00000101353	-	MROH8
chr20	37178409	37241618	ENSG00000118705	+	RPN2
chr20	37344684	37406049	ENSG00000197122	+	SRC
chr20	37693954	37872128	ENSG00000132792	+	CTNNBL1
chr20	37903110	37945349	ENSG00000132821	+	VSTM2L
chr20	38210502	38260771	ENSG00000149633	-	KIAA1755
chr20	38472815	38578858	ENSG00000170471	+	RALGAPB
chr20	38805696	38923023	ENSG00000101445	+	PPP1R16B
chr20	38962298	39039720	ENSG00000101452	+	DHX35
chr20	41178447	41317671	ENSG00000174306	-	ZHX3
chr20	41340820	41360581	ENSG00000132793	+	LPIN3
chr20	41359961	41366817	ENSG00000183798	-	EMILIN3
chr20	41402082	41618383	ENSG00000124177	-	CHD6
chr20	42072751	43189969	ENSG00000196090	-	PTPRT
chr20	43458053	43541880	ENSG00000288000	+	AL031681.2
chr20	43540170	43569497	ENSG00000277611	+	Z98752.3
chr20	43590936	43647298	ENSG00000101052	+	IFT52
chr20	44106589	44187187	ENSG00000149596	-	JPH2
chr20	44531784	44624246	ENSG00000168734	+	PKIG
chr20	44619521	44652232	ENSG00000196839	-	ADA
chr20	44910059	44958951	ENSG00000101104	+	PABPC1L
chr20	44942129	44960396	ENSG00000025772	-	TOMM34
chr20	44966478	45080020	ENSG00000101109	+	STK4
chr20	45091213	45101126	ENSG00000124134	-	KCNS1
chr20	45325287	45348423	ENSG00000124145	-	SDC4
chr20	45372556	45407888	ENSG00000124251	-	TP53TG5
chr20	45747943	45791931	ENSG00000124116	-	WFDC3
chr20	45791953	45811426	ENSG00000101457	+	DNTTIP1
chr20	45823213	45833744	ENSG00000101470	-	TNNC2
chr20	45833798	45843275	ENSG00000124104	+	SNX21
chr20	45841720	45857404	ENSG00000101473	-	ACOT8
chr20	45857613	45879121	ENSG00000132801	+	ZSWIM3
chr20	45890143	45898823	ENSG00000064601	+	CTSA
chr20	45898620	45912154	ENSG00000100979	-	PLTP
chr20	45948659	45972202	ENSG00000198026	-	ZNF335
chr20	46021689	46060149	ENSG00000124140	+	SLC12A5
chr20	46118277	46129862	ENSG00000101017	+	CD40
chr20	46173738	46308497	ENSG00000149654	-	CDH22
chr20	46345979	46364457	ENSG00000080189	-	SLC35C2
chr20	46366049	46432984	ENSG00000062598	-	ELMO2
chr20	46499629	46513558	ENSG00000198185	-	ZNF334
chr20	46557822	46684466	ENSG00000158296	-	SLC13A3
chr20	47656347	47786615	ENSG00000196562	-	SULF2
chr20	48624251	48827998	ENSG00000124126	-	PREX1
chr20	48921710	49036692	ENSG00000124198	+	ARFGEF2
chr20	49503873	49568136	ENSG00000124212	-	PTGIS
chr20	49812712	49892241	ENSG00000197818	+	SLC9A8
chr20	50586107	50691541	ENSG00000042062	-	RIPOR3
chr20	50934866	50958554	ENSG00000000419	-	DPM1
chr20	51596513	51768389	ENSG00000054793	-	ATP9A
chr20	52051662	52204307	ENSG00000020256	-	ZFP64
chr20	53567070	53609906	ENSG00000171940	-	ZNF217
chr20	53936776	54070593	ENSG00000064787	-	BCAS1
chr20	56412111	56460386	ENSG00000087589	+	CASS4
chr20	56468584	56519448	ENSG00000022277	+	RTF2
chr20	56491491	56525924	ENSG00000124091	-	GCNT7
chr20	56629305	56639282	ENSG00000087510	+	TFAP2C
chr20	57561109	57568120	ENSG00000124253	+	PCK1
chr20	57648391	57711535	ENSG00000124225	-	PMEPA1
chr20	58389228	58451100	ENSG00000124164	+	VAPB
chr20	58651252	58679525	ENSG00000124222	+	STX16
chr20	58651433	58715409	ENSG00000254995	+	STX16-NPEPL1
chr20	58689130	58715843	ENSG00000215440	+	NPEPL1
chr20	58981207	58995132	ENSG00000101158	+	NELFCD
chr20	58985685	59008237	ENSG00000101160	-	CTSZ
chr20	59123380	59259112	ENSG00000124203	+	ZNF831
chr20	59577508	59847710	ENSG00000087495	+	PHACTR3
chr20	59958422	60034010	ENSG00000124215	+	CDH26
chr20	61252260	61940616	ENSG00000179242	+	CDH4
chr20	62122460	62135373	ENSG00000149657	+	LSM14B
chr20	62143768	62182513	ENSG00000184402	+	SS18L1
chr20	62307954	62367311	ENSG00000130702	-	LAMA5
chr20	62388631	62407284	ENSG00000149679	-	CABLES2
chr20	62642502	62685784	ENSG00000101187	+	SLCO4A1
chr20	62816243	62841158	ENSG00000092758	+	COL9A3
chr20	62841004	62861821	ENSG00000101190	-	TCFL5
chr20	62877737	62937951	ENSG00000101191	-	DIDO1
chr20	62952706	62969584	ENSG00000101194	+	SLC17A9
chr20	63240783	63272693	ENSG00000101198	-	NKAIN4
chr20	63293185	63334850	ENSG00000101203	+	COL20A1
chr20	63400207	63472676	ENSG00000075043	-	KCNQ2
chr20	63558085	63574238	ENSG00000130589	-	HELZ2
chr20	63587601	63627100	ENSG00000101216	-	GMEB2
chr20	63657809	63696252	ENSG00000258366	+	RTEL1
chr20	63659299	63698683	ENSG00000026036	+	RTEL1-TNFRSF6B
chr20	63698641	63708024	ENSG00000101246	-	ARFRP1
chr20	63739775	63744049	ENSG00000125520	+	SLC2A4RG
chr20	63743667	63832037	ENSG00000130584	-	ZBTB46
chr20	63865227	63891544	ENSG00000101150	+	TPD52L2
chr20	63895125	63936030	ENSG00000101152	+	DNAJC5
chr20	63956703	63969929	ENSG00000196700	-	ZNF512B
chr20	64049835	64072346	ENSG00000171703	+	TCEA2
chr20	64080081	64100642	ENSG00000125510	+	OPRL1
chr20	64083379	64084358	ENSG00000171695	-	LKAAEAR1
chr20	64102393	64242252	ENSG00000196132	+	MYT1
chr20	64105819	64107170	ENSG00000125522	-	NPBWR2
chr19	281039	291402	ENSG00000141934	-	PLPP2
chr19	301443	344814	ENSG00000105556	-	MIER2
chr19	361746	376025	ENSG00000105549	-	THEG
chr19	416582	460995	ENSG00000129946	-	SHC2
chr19	507496	519653	ENSG00000141933	+	TPGS1
chr19	571276	583493	ENSG00000172270	+	BSG
chr19	589880	617158	ENSG00000099822	+	HCN2
chr19	639894	644370	ENSG00000070388	+	FGF22
chr19	647525	663232	ENSG00000070423	-	RNF126
chr19	708934	748328	ENSG00000099864	+	PALM
chr19	797074	812326	ENSG00000011304	+	PTBP1
chr19	859663	863640	ENSG00000197766	+	CFD
chr19	867629	893217	ENSG00000175221	-	MED16
chr19	984331	998437	ENSG00000065268	+	WDR18
chr19	1009647	1021178	ENSG00000182087	-	TMEM259
chr19	1026585	1039067	ENSG00000064666	+	CNN2
chr19	1040106	1065571	ENSG00000064687	+	ABCA7
chr19	1065922	1086627	ENSG00000180448	+	ARHGAP45
chr19	1086573	1095379	ENSG00000099817	-	POLR2E
chr19	1103925	1106787	ENSG00000167468	+	GPX4
chr19	1107636	1174267	ENSG00000064932	-	SBNO2
chr19	1228286	1238026	ENSG00000099625	-	CBARP
chr19	1241745	1244824	ENSG00000099624	+	ATP5F1D
chr19	1248552	1259139	ENSG00000167470	+	MIDN
chr19	1275529	1279243	ENSG00000228300	+	FAM174C
chr19	1354710	1378430	ENSG00000160953	+	PWWP3A
chr19	1438357	1440494	ENSG00000115268	+	RPS15
chr19	1446301	1473243	ENSG00000115266	+	APC2
chr19	1461142	1479218	ENSG00000119559	-	C19orf25
chr19	1481427	1490751	ENSG00000115257	-	PCSK4
chr19	1491180	1497926	ENSG00000115255	+	REEP6
chr19	1609289	1652614	ENSG00000071564	-	TCF3
chr19	1815247	1848482	ENSG00000079313	-	REXO1
chr19	1852398	1863578	ENSG00000129911	-	KLF16
chr19	1941171	1981337	ENSG00000133275	+	CSNK1G2
chr19	2037464	2051243	ENSG00000099875	-	MKNK2
chr19	2100987	2164467	ENSG00000065000	-	AP3D1
chr19	2163932	2232577	ENSG00000104885	+	DOT1L
chr19	2230083	2237703	ENSG00000104886	-	PLEKHJ1
chr19	2269524	2341171	ENSG00000273734	+	AC005258.1
chr19	2425624	2427585	ENSG00000099800	-	TIMM13
chr19	2754714	2783361	ENSG00000104969	-	SGTA
chr19	2997638	3047634	ENSG00000065717	-	TLE2
chr19	3052909	3063106	ENSG00000104964	-	TLE5
chr19	3094361	3123998	ENSG00000088256	+	GNA11
chr19	3224660	3297075	ENSG00000161082	+	CELF5
chr19	3506310	3538333	ENSG00000105325	+	FZR1
chr19	3585477	3593540	ENSG00000179855	+	GIPC3
chr19	3610644	3626814	ENSG00000105298	-	CACTIN
chr19	3708361	3750812	ENSG00000105289	+	TJP3
chr19	3750771	3761691	ENSG00000011132	-	APBA3
chr19	3762681	3768574	ENSG00000183617	+	MRPL54
chr19	3777969	3802128	ENSG00000007264	-	MATK
chr19	3958452	3971122	ENSG00000167657	-	DAPK3
chr19	4043302	4066898	ENSG00000178951	-	ZBTB7A
chr19	4183353	4224813	ENSG00000089847	+	ANKRD24
chr19	4247079	4269087	ENSG00000105248	+	YJU2
chr19	4279265	4290721	ENSG00000105251	+	SHD
chr19	4304597	4323835	ENSG00000105255	+	FSD1
chr19	4343526	4360085	ENSG00000008382	+	MPND
chr19	4402639	4445017	ENSG00000167670	+	CHAF1A
chr19	4444998	4457793	ENSG00000167671	-	UBXN6
chr19	4528426	4540066	ENSG00000267385	-	AC011498.4
chr19	4815931	4831711	ENSG00000127666	-	TICAM1
chr19	4838340	4867693	ENSG00000105355	-	PLIN3
chr19	4903079	4962153	ENSG00000276043	+	UHRF1
chr19	4969112	5153597	ENSG00000127663	+	KDM4B
chr19	5158494	5340802	ENSG00000105426	-	PTPRS
chr19	5558166	5578348	ENSG00000223573	-	TINCR
chr19	5623034	5668477	ENSG00000160633	+	SAFB
chr19	5691833	5720571	ENSG00000196365	-	LONP1
chr19	5784004	5785618	ENSG00000267157	-	AC011499.1
chr19	5784831	5791224	ENSG00000141994	-	DUS3L
chr19	5912338	5916210	ENSG00000105519	+	CAPS
chr19	5916138	5978141	ENSG00000031823	-	RANBP3
chr19	6361530	6370241	ENSG00000125656	+	CLPP
chr19	6379571	6393980	ENSG00000125651	-	GTF2F1
chr19	6413101	6424810	ENSG00000088247	-	KHSRP
chr19	6729913	6737602	ENSG00000125734	-	GPR108
chr19	7069702	7087967	ENSG00000130544	+	ZNF557
chr19	7112254	7294413	ENSG00000171105	-	INSR
chr19	7348936	7472484	ENSG00000104880	+	ARHGEF18
chr19	7476874	7497448	ENSG00000104883	-	PEX11G
chr19	7522623	7534008	ENSG00000090674	+	MCOLN1
chr19	7619524	7629544	ENSG00000076924	-	XAB2
chr19	7629795	7643047	ENSG00000268400	+	AC008763.2
chr19	7763209	7769604	ENSG00000104938	+	CLEC4M
chr19	7868718	7874389	ENSG00000183248	-	PRR36
chr19	8065401	8149591	ENSG00000142449	-	FBN3
chr19	8206735	8262420	ENSG00000090661	+	CERS4
chr19	8302126	8308357	ENSG00000167775	-	CD320
chr19	8444766	8489113	ENSG00000099783	+	HNRNPM
chr19	8490055	8502639	ENSG00000133246	-	PRAM1
chr19	8509677	8514166	ENSG00000133250	-	ZNF414
chr19	8520777	8577576	ENSG00000142347	-	MYO1F
chr19	8580239	8610714	ENSG00000142303	-	ADAMTS10
