#chr	start	end	gene_id	strand	gene_name
chr11	94962619	94973555	ENSG00000150316	-	CWC15
chr11	95768952	95790408	ENSG00000077458	-	FAM76B
chr11	95821765	95925314	ENSG00000087053	-	MTMR2
chr11	102110446	102233423	ENSG00000137693	+	YAP1
chr11	102317449	102339402	ENSG00000023445	+	BIRC3
chr11	107326344	107457843	ENSG00000152404	-	CWF19L2
chr11	107502726	107565741	ENSG00000137760	-	ALKBH8
chr11	107591090	107666778	ENSG00000110675	+	ELMOD1
chr11	107707377	107719692	ENSG00000170290	-	SLN
chr11	107790990	107928292	ENSG00000110660	-	SLC35F2
chr11	108008897	108107760	ENSG00000166266	+	CUL5
chr11	108157214	108222637	ENSG00000149308	-	NPAT
chr11	108222831	108369101	ENSG00000149311	+	ATM
chr11	108472111	108498383	ENSG00000178202	-	POGLUT3
chr11	108505434	108593767	ENSG00000110723	-	EXPH5
chr11	108665068	108940926	ENSG00000178105	+	DDX10
chr11	111352254	111455629	ENSG00000110777	-	POU2AF1
chr11	111726907	111766388	ENSG00000137713	-	PPP2R1B
chr11	112961246	113278435	ENSG00000149294	+	NCAM1
chr11	113409604	113475397	ENSG00000149295	-	DRD2
chr11	113687546	113706372	ENSG00000166682	-	TMPRSS5
chr11	113733186	113773734	ENSG00000086827	-	ZW10
chr11	113797873	113875569	ENSG00000048028	-	USP28
chr11	115169217	115504956	ENSG00000182985	-	CADM1
chr11	116773798	116788038	ENSG00000109917	-	ZPR1
chr11	116843401	117098436	ENSG00000160584	-	SIK3
chr11	117178735	117197444	ENSG00000149577	+	SIDT2
chr11	117199369	117207463	ENSG00000149591	+	TAGLN
chr11	117204336	117232524	ENSG00000160613	-	PCSK7
chr11	118359599	118399210	ENSG00000110344	+	UBE4A
chr11	118606439	118658030	ENSG00000019144	+	PHLDB1
chr11	118747762	118791163	ENSG00000110367	-	DDX6
chr11	119166567	119184015	ENSG00000160703	+	NLRX1
chr11	119206297	119313925	ENSG00000110395	+	CBL
chr11	119334526	119337308	ENSG00000173456	+	RNF26
chr11	122655721	122814472	ENSG00000154127	+	UBASH3B
chr11	123069871	123195247	ENSG00000166250	-	CLMP
chr11	123723913	123741674	ENSG00000166261	-	ZNF202
chr11	124633112	124695706	ENSG00000110013	-	SIAE
chr11	125442880	125592567	ENSG00000149557	-	FEZ1
chr11	125569279	125584683	ENSG00000149547	+	EI24
chr11	125625664	125676254	ENSG00000149554	+	CHEK1
chr11	125893484	125903220	ENSG00000110060	-	PUS3
chr11	130404922	130428608	ENSG00000134917	-	ADAMTS8
chr10	1177312	1737524	ENSG00000185736	-	ADARB2
chr10	5638866	5666594	ENSG00000196372	-	ASB13
chr10	5684837	5763739	ENSG00000108021	+	TASOR2
chr10	5765222	5842131	ENSG00000057608	-	GDI2
chr10	5861615	5889905	ENSG00000134461	-	ANKRD16
chr10	7750961	7787992	ENSG00000151657	-	KIN
chr10	7788146	7807814	ENSG00000165629	+	ATP5F1C
chr10	7818504	8016630	ENSG00000165632	+	TAF3
chr10	11453945	11611753	ENSG00000148429	-	USP6NL
chr10	12068953	12123220	ENSG00000181192	+	DHTKD1
chr10	12129636	12169960	ENSG00000065665	+	SEC61A2
chr10	12165329	12196143	ENSG00000165609	-	NUDT5
chr10	12349546	12835544	ENSG00000183049	+	CAMK1D
chr10	13277795	13302411	ENSG00000107537	-	PHYH
chr10	13317427	13348297	ENSG00000086475	-	SEPHS1
chr10	14897358	14954431	ENSG00000152457	-	DCLRE1C
chr10	16590610	16817462	ENSG00000148484	-	RSU1
chr10	17644150	17716823	ENSG00000136738	+	STAM
chr10	24848613	24952605	ENSG00000099256	-	PRTFDC1
chr10	25016611	25026663	ENSG00000185875	+	THNSL1
chr10	26438340	26567802	ENSG00000077420	+	APBB1IP
chr10	32267750	32378797	ENSG00000120616	-	EPC1
chr10	42574184	42638569	ENSG00000196693	-	ZNF33B
chr10	42782794	42834936	ENSG00000165733	+	BMS1
chr10	44911315	44937009	ENSG00000187783	+	TMEM72
chr10	44959801	44995890	ENSG00000107551	+	RASSF4
chr10	45374175	45446118	ENSG00000012779	+	ALOX5
chr10	45454584	45594905	ENSG00000165406	-	MARCHF8
chr10	45615499	45672779	ENSG00000172671	-	ZFAND4
chr10	45825612	45853874	ENSG00000188234	-	AGAP4
chr10	50182777	50279719	ENSG00000188611	-	ASAH2
chr10	58512871	58831434	ENSG00000122870	+	BICC1
chr10	59246129	59363180	ENSG00000148541	-	FAM13C
chr10	60869437	61001439	ENSG00000072422	-	RHOBTB1
chr10	62804719	62808478	ENSG00000181915	+	ADO
chr10	67921898	68075300	ENSG00000148634	-	HERC4
chr10	68282659	68333048	ENSG00000108187	-	PBLD
chr10	68341106	68407293	ENSG00000204130	-	RUFY2
chr10	68414063	68472120	ENSG00000138346	-	DNA2
chr10	68477997	68527522	ENSG00000122912	-	SLC25A16
chr10	69451464	69507665	ENSG00000099282	+	TSPAN15
chr10	70247328	70284003	ENSG00000148734	-	NPFFR1
chr10	70298969	70382649	ENSG00000172731	-	LRRC20
chr10	70882279	70888564	ENSG00000166228	-	PCBD1
chr10	71319258	71381422	ENSG00000198246	+	SLC29A3
chr10	72367326	72626190	ENSG00000107745	-	MICU1
chr10	79347468	79355333	ENSG00000108179	+	PPIF
chr10	81875193	82987178	ENSG00000185737	+	NRG3
chr10	86935539	86969480	ENSG00000173269	-	MMRN2
chr10	86968431	86983933	ENSG00000148671	+	ADIRF
chr10	87050201	87094842	ENSG00000148672	-	GLUD1
chr10	87094160	87191464	ENSG00000122376	+	SHLD2
chr10	87659612	87747704	ENSG00000198682	+	PAPSS2
chr10	88879733	88975152	ENSG00000138134	+	STAMBPL1
chr10	88935073	88991338	ENSG00000107796	-	ACTA2
chr10	88990530	89017058	ENSG00000026103	+	FAS
chr10	89205628	89207316	ENSG00000138135	-	CH25H
chr10	89213568	89414556	ENSG00000107798	-	LIPA
chr10	89327306	89377472	ENSG00000119917	+	IFIT3
chr10	89579496	89645571	ENSG00000152782	-	PANK1
chr10	89701589	89774938	ENSG00000138182	+	KIF20B
chr10	90740822	90858038	ENSG00000148680	-	HTR7
chr10	91409279	91514828	ENSG00000165338	+	HECTD2
chr10	91628441	91633070	ENSG00000119938	-	PPP1R3C
chr10	91798425	91865474	ENSG00000107854	+	TNKS2
chr10	93306428	93482333	ENSG00000138119	-	MYOF
chr10	94333225	94362958	ENSG00000173145	-	NOC3L
chr10	94402540	94536331	ENSG00000108239	+	TBC1D12
chr10	94501433	94613904	ENSG00000119969	+	HELLS
chr10	94688153	94853072	ENSG00000276490	+	AL583836.1
chr10	95036771	95069496	ENSG00000138115	-	CYP2C8
chr10	97356700	97426075	ENSG00000052749	-	RRP12
chr10	97458323	97498793	ENSG00000155229	-	MMS19
chr10	97737120	97760906	ENSG00000155256	+	ZFYVE27
chr10	98457076	99235861	ENSG00000172987	-	HPSE2
chr10	99659508	99711240	ENSG00000198018	+	ENTPD7
chr10	99702557	99756133	ENSG00000119929	+	CUTC
chr10	99710867	99732126	ENSG00000014919	-	COX15
chr10	99875576	100009946	ENSG00000107554	-	DNMBP
chr10	100969457	100987514	ENSG00000055950	-	MRPL43
chr10	100969517	100985870	ENSG00000095539	+	SEMA4G
chr10	101354032	101557320	ENSG00000166167	+	BTRC
chr10	101781324	101783412	ENSG00000107833	-	NPM3
chr10	101784442	101818464	ENSG00000198408	-	OGA
chr10	101845598	102056192	ENSG00000120029	-	ARMH3
chr10	102152175	102163870	ENSG00000166197	+	NOLC1
chr10	102423244	102432583	ENSG00000107874	-	CUEDC2
chr10	102461880	102502711	ENSG00000138107	-	ACTR1A
chr10	102869469	102901898	ENSG00000214435	+	AS3MT
chr10	102918293	103090221	ENSG00000148842	+	CNNM2
chr10	103087184	103277604	ENSG00000076685	-	NT5C2
chr10	103277137	103290345	ENSG00000148798	+	INA
chr10	103302795	103351143	ENSG00000156374	-	PCGF6
chr10	103594026	103855542	ENSG00000107957	-	SH3PXD2A
chr10	103877568	103918183	ENSG00000107960	-	STN1
chr10	103967139	104029232	ENSG00000065613	+	SLK
chr10	104031285	104085879	ENSG00000065618	-	COL17A1
chr10	104129887	104232363	ENSG00000197748	-	CFAP43
chr10	104235355	104267458	ENSG00000148834	+	GSTO1
chr10	104268872	104304949	ENSG00000065621	+	GSTO2
chr10	104309697	104338464	ENSG00000148841	-	ITPRIP
chr10	104353832	104455101	ENSG00000120051	+	CFAP58
chr10	106573662	107164533	ENSG00000108018	-	SORCS1
chr10	110871794	110900005	ENSG00000150593	+	PDCD4
chr10	113588713	113664069	ENSG00000197893	-	NRAP
chr10	120851304	120909523	ENSG00000120008	+	WDR11
chr10	122374695	122442601	ENSG00000107679	+	PLEKHA1
chr10	124619291	124744377	ENSG00000189319	-	FAM53B
chr10	132186947	132205758	ENSG00000151640	+	DPYSL4
chr10	133230216	133231557	ENSG00000171794	+	UTF1
chr10	133237854	133241927	ENSG00000151650	+	VENTX
chr10	133553900	133569834	ENSG00000171772	-	SYCE1
chr10	133623894	133626794	ENSG00000225899	-	FRG2B
chr12	911735	990052	ENSG00000002016	-	RAD52
chr12	3791046	3873447	ENSG00000111224	-	PARP11
chr12	4269770	4305352	ENSG00000118971	+	CCND2
chr12	4720399	4851926	ENSG00000130035	+	GALNT8
chr12	4809175	4813411	ENSG00000151079	+	KCNA6
chr12	5043878	5046787	ENSG00000130037	+	KCNA5
chr12	6375044	6391565	ENSG00000111321	+	LTBR
chr12	6724013	6731874	ENSG00000111652	+	COPS7A
chr12	6852147	6866631	ENSG00000111667	+	USP5
chr12	8637345	8662887	ENSG00000197614	-	MFAP5
chr12	8681690	8783094	ENSG00000166532	+	RIMKLB
chr12	10030677	10066030	ENSG00000197992	+	CLEC9A
chr12	10116776	10130257	ENSG00000172243	-	CLEC7A
chr12	10226057	10329607	ENSG00000134539	+	KLRD1
chr12	10699088	10723322	ENSG00000060138	-	YBX3
chr12	10824959	11171607	ENSG00000231887	-	PRH1
chr12	10825316	10826357	ENSG00000121318	-	TAS2R10
chr12	10845848	10849474	ENSG00000111215	-	PRR4
chr12	11091286	11092312	ENSG00000255374	-	TAS2R43
chr12	11171193	11176015	ENSG00000256537	+	SMIM10L1
chr12	12660889	12696206	ENSG00000183150	-	GPR19
chr12	12725916	12829974	ENSG00000178878	+	APOLD1
chr12	19129732	19376399	ENSG00000052126	+	PLEKHA5
chr12	19404044	19720800	ENSG00000139154	+	AEBP2
chr12	21526295	21541248	ENSG00000134548	+	SPX
chr12	23529503	24562543	ENSG00000134532	-	SOX5
chr12	24810023	24949100	ENSG00000060982	-	BCAT1
chr12	31959369	31993106	ENSG00000174718	+	RESF1
chr12	33374237	33439818	ENSG00000110975	-	SYT10
chr12	40196743	40369284	ENSG00000188906	+	LRRK2
chr12	41188319	41574744	ENSG00000165966	+	PDZRN4
chr12	42456756	42590354	ENSG00000139174	-	PRICKLE1
chr12	47734362	47771039	ENSG00000079337	-	RAPGEF3
chr12	47963568	47968877	ENSG00000134291	+	TMEM106C
chr12	48105138	48146403	ENSG00000152556	+	PFKM
chr12	48147788	48181212	ENSG00000177981	-	ASB8
chr12	48183643	48185925	ENSG00000177875	+	CCDC184
chr12	48337179	48351413	ENSG00000167528	-	ZNF641
chr12	48653210	48682237	ENSG00000139620	-	KANSL2
chr12	49188735	49274599	ENSG00000167553	+	TUBA1C
chr12	50057547	50083610	ENSG00000110881	+	ASIC1
chr12	50112081	50120456	ENSG00000178449	+	COX14
chr12	50129288	50167532	ENSG00000139624	-	CERS5
chr12	50504984	50748656	ENSG00000066084	+	DIP2B
chr12	51391316	51515762	ENSG00000050438	+	SLC4A8
chr12	51951698	51997077	ENSG00000135503	+	ACVR1B
chr12	53046968	53064378	ENSG00000111077	+	TNS2
chr12	53632725	53677407	ENSG00000135390	-	ATP5MC2
chr12	54230941	54280132	ENSG00000094916	-	CBX5
chr12	54549600	54579238	ENSG00000123360	+	PDE1B
chr12	54830517	54896007	ENSG00000172551	+	MUCL1
chr12	54948014	54984761	ENSG00000135426	-	TESPA1
chr12	56449501	56469152	ENSG00000135517	-	MIP
chr12	56470943	56488413	ENSG00000135423	-	GLS2
chr12	56712304	56731627	ENSG00000196531	-	NACA
chr12	56714611	56741534	ENSG00000285625	-	AC117378.1
chr12	56731295	56752373	ENSG00000198056	-	PRIM1
chr12	56752160	56787789	ENSG00000025423	+	HSD17B6
chr12	57623408	57633238	ENSG00000135454	-	B4GALNT1
chr12	57738012	57750218	ENSG00000135452	+	TSPAN31
chr12	57771491	57782540	ENSG00000123427	+	EEF1AKMT3
chr12	57772659	57797553	ENSG00000257921	+	AC025165.3
chr12	57782760	57808070	ENSG00000123297	+	TSFM
chr12	63558912	63668848	ENSG00000177990	-	DPY19L2
chr12	64404391	64451124	ENSG00000184575	+	XPOT
chr12	64759495	64977508	ENSG00000288591	+	AC078815.1
chr12	66302492	66343642	ENSG00000127311	+	HELB
chr12	66347430	67069161	ENSG00000155974	-	GRIP1
chr12	68272442	68332380	ENSG00000111554	-	MDM1
chr12	68746124	68793963	ENSG00000175782	+	SLC35E3
chr12	69348380	69354233	ENSG00000090382	+	LYZ
chr12	69359709	69390869	ENSG00000127337	+	YEATS4
chr12	70366289	70434291	ENSG00000135643	+	KCNMB4
chr12	71839706	71927247	ENSG00000121749	+	TBC1D15
chr12	72087265	72670757	ENSG00000072657	+	TRHDE
chr12	75040076	75209838	ENSG00000166006	-	KCNC2
chr12	76036584	76084734	ENSG00000187109	-	NAP1L1
chr12	77324640	78213009	ENSG00000067798	+	NAV3
chr12	78863992	79452007	ENSG00000067715	+	SYT1
chr12	79574978	79690963	ENSG00000177425	-	PAWR
chr12	88033845	88050159	ENSG00000133641	+	C12orf29
chr12	88142295	88199886	ENSG00000139324	+	TMTC3
chr12	88492792	88580850	ENSG00000049130	-	KITLG
chr12	89419717	89526046	ENSG00000139323	-	POC1B
chr12	93467513	93516213	ENSG00000198015	+	MRPL42
chr12	95076748	95217481	ENSG00000180263	-	FGD6
chr12	96000752	96043519	ENSG00000111144	-	LTA4H
chr12	96278260	96400479	ENSG00000059758	-	CDK17
chr12	101877579	102012129	ENSG00000136048	+	DRAM1
chr12	105019789	105107642	ENSG00000136010	-	ALDH1L2
chr12	105107323	105169129	ENSG00000136051	+	WASHC4
chr12	105173296	105236202	ENSG00000136044	-	APPL2
chr12	106237880	106304278	ENSG00000136026	-	CKAP4
chr12	106774620	106889315	ENSG00000111785	+	RIC8B
chr12	109347902	109455522	ENSG00000174527	+	MYO1H
chr12	109553714	109573579	ENSG00000139428	-	MMAB
chr12	110533244	110583317	ENSG00000196850	-	PPTC7
chr12	111405922	111451622	ENSG00000111252	+	SH2B3
chr12	111931281	112013184	ENSG00000198270	-	TMEM116
chr12	112160187	112382438	ENSG00000173064	-	HECTD4
chr12	112418350	112509917	ENSG00000179295	+	PTPN11
chr12	112570379	112898880	ENSG00000089169	+	RPH3A
chr12	117141990	117190470	ENSG00000135108	-	FBXO21
chr12	118013587	118033129	ENSG00000111445	+	RFC5
chr12	118063592	118136025	ENSG00000176834	-	VSIG10
chr12	118136123	118145583	ENSG00000089220	+	PEBP1
chr12	118149800	118372906	ENSG00000135090	-	TAOK3
chr12	119171554	119224854	ENSG00000152137	+	HSPB8
chr12	120127201	120194714	ENSG00000089154	-	GCN1
chr12	120210438	120265770	ENSG00000089159	-	PXN
chr12	120302315	120313248	ENSG00000089163	+	SIRT4
chr12	120322114	120327778	ENSG00000170890	-	PLA2G1B
chr12	120438112	120440729	ENSG00000111775	+	COX6A1
chr12	120438197	120460005	ENSG00000111780	+	AL021546.1
chr12	120446443	120463748	ENSG00000257218	+	GATC
chr12	120469849	120498492	ENSG00000088986	+	DYNLL1
chr12	120578763	120581401	ENSG00000167272	-	POP5
chr12	120687148	120701858	ENSG00000110917	+	MLEC
chr12	121132818	121188031	ENSG00000089041	+	P2RX7
chr12	121209860	121234105	ENSG00000135124	+	P2RX4
chr12	121429095	121581022	ENSG00000089094	-	KDM2B
chr12	121626549	121642676	ENSG00000276045	+	ORAI1
chr12	121648741	121672630	ENSG00000139714	-	MORN3
chr12	122271431	122422668	ENSG00000130779	-	CLIP1
chr12	122527245	122626395	ENSG00000184445	+	KNTC1
chr12	122920950	122981648	ENSG00000150967	-	ABCB9
chr12	122974579	122980042	ENSG00000111325	+	OGFOD2
chr12	122983479	123150014	ENSG00000090975	-	PITPNM2
chr12	123152319	123244013	ENSG00000051825	-	MPHOSPH9
chr12	123233384	123258078	ENSG00000130921	+	C12orf65
chr12	123250111	123272333	ENSG00000111328	-	CDK2AP1
chr12	123383772	123409352	ENSG00000183955	+	KMT5A
chr12	123415038	123436683	ENSG00000150977	-	RILPL2
chr12	123458087	123473153	ENSG00000184209	+	SNRNP35
chr12	124946825	124989130	ENSG00000150990	-	DHX37
chr12	128853426	128984967	ENSG00000151948	+	GLT1D1
chr12	130337886	130372636	ENSG00000125207	+	PIWIL1
chr12	130789599	130839265	ENSG00000111450	-	STX2
chr12	131929199	131945895	ENSG00000177192	+	PUS1
chr12	132618775	132622387	ENSG00000187848	+	P2RX2
chr12	132687586	132704984	ENSG00000176894	+	PXMP2
chr12	133130983	133202368	ENSG00000256825	+	AC026786.1
chr12	133181408	133214831	ENSG00000090612	+	ZNF268
chr13	20403665	20525872	ENSG00000165475	-	CRYL1
chr13	23328825	23433739	ENSG00000151835	-	SACS
chr13	25246221	25287487	ENSG00000139505	-	MTMR6
chr13	26254103	26405237	ENSG00000132964	+	CDK8
chr13	31199974	31332275	ENSG00000187676	+	B3GLCT
chr13	36168216	36214587	ENSG00000120669	-	SOHLH2
chr13	36222007	36297839	ENSG00000242715	-	CCDC169
chr13	39209115	39603527	ENSG00000183722	-	LHFPL6
chr13	40729127	40771189	ENSG00000102738	-	MRPS31
chr13	40789411	40812459	ENSG00000102743	+	SLC25A15
chr13	40931923	41061439	ENSG00000120690	-	ELF1
chr13	41061508	41084005	ENSG00000120688	+	WBP4
chr13	41189833	41194568	ENSG00000120696	-	KBTBD7
chr13	42272151	42323260	ENSG00000023516	+	AKAP11
chr13	49247924	49293484	ENSG00000102543	+	CDADC1
chr13	49308649	49444063	ENSG00000102547	-	CAB39L
chr13	49444373	49495002	ENSG00000136169	+	SETDB2
chr13	49495664	49528980	ENSG00000136147	+	PHF11
chr13	49531945	49585557	ENSG00000136144	-	RCBTB1
chr13	49995887	50020480	ENSG00000204977	+	TRIM13
chr13	50015253	50020921	ENSG00000198553	+	KCNRG
chr13	52412601	52450633	ENSG00000136100	-	VPS36
chr13	69700593	70108492	ENSG00000150361	-	KLHL1
chr13	72708366	72727628	ENSG00000204899	-	MZT1
chr13	72782132	73016460	ENSG00000083535	+	PIBF1
chr13	73054975	73077540	ENSG00000102554	+	KLF5
chr13	75549479	75606019	ENSG00000118939	+	UCHL3
chr13	79311823	79406254	ENSG00000139746	-	RBM26
chr13	87672614	87696271	ENSG00000165300	+	SLITRK5
chr13	93226806	94408019	ENSG00000183098	+	GPC6
chr13	95801579	96053481	ENSG00000102595	-	UGGT2
chr13	99446310	99564047	ENSG00000125304	+	TM9SF2
chr13	99606668	99897133	ENSG00000125246	+	CLYBL
chr13	102799109	102875993	ENSG00000270181	+	BIVM-ERCC5
chr13	102845830	102875994	ENSG00000134899	+	ERCC5
chr13	108251239	108308483	ENSG00000102524	+	TNFSF13B
chr13	108596151	109208004	ENSG00000041515	+	MYO16
chr13	110641416	110713602	ENSG00000134905	-	CARS2
chr13	114154690	114223083	ENSG00000283361	+	CFAP97D2
chr13	114234886	114272722	ENSG00000130177	+	CDC16
chr13	114281600	114305816	ENSG00000169062	+	UPF3A
chr14	20256557	20305959	ENSG00000136319	-	TTC5
chr14	20446400	20455052	ENSG00000092094	-	OSGEP
chr14	20468953	20477088	ENSG00000198805	+	PNP
chr14	21476596	21499174	ENSG00000092203	+	TOX4
chr14	21498132	21511341	ENSG00000165819	-	METTL3
chr14	22985893	23010165	ENSG00000100802	-	C14orf93
chr14	23969873	24006407	ENSG00000187630	+	DHRS4L2
chr14	24094052	24110597	ENSG00000100889	+	PCK2
chr14	24114194	24125241	ENSG00000100897	+	DCAF11
chr14	24189156	24213472	ENSG00000254692	-	AL136295.1
chr14	24209614	24213829	ENSG00000254505	-	CHMP4A
chr14	24213954	24232351	ENSG00000255526	-	NEDD8-MDP1
chr14	24216856	24232366	ENSG00000129559	-	NEDD8
chr14	24336024	24339990	ENSG00000129465	-	RIPK3
chr14	24426544	24430953	ENSG00000139899	-	CBLN3
chr14	24429285	24441842	ENSG00000100441	+	KHNYN
chr14	24809655	25050296	ENSG00000168952	-	STXBP6
chr14	30559157	30620063	ENSG00000092140	+	G2E3
chr14	30622290	30737693	ENSG00000092108	+	SCFD1
chr14	31489955	31861223	ENSG00000151413	+	NUBPL
chr14	33924226	34462773	ENSG00000129521	-	EGLN3
chr14	34752730	34875646	ENSG00000198604	-	BAZ1A
chr14	39114222	39136972	ENSG00000092208	+	GEMIN2
chr14	39175182	39183219	ENSG00000100941	+	PNN
chr14	45135929	45200889	ENSG00000187790	+	FANCM
chr14	46651009	46651780	ENSG00000165496	-	RPL10L
chr14	49693104	49753149	ENSG00000197776	+	KLHDC1
chr14	50237562	50312228	ENSG00000087299	-	L2HGDH
chr14	50312323	50335557	ENSG00000125375	+	DMAC2L
chr14	50326264	50416460	ENSG00000100490	-	CDKL1
chr14	50975261	51096060	ENSG00000100505	-	TRIM9
chr14	54938948	55027104	ENSG00000198554	-	WDHD1
chr14	55051646	55070193	ENSG00000168175	+	MAPK1IP1L
chr14	55124109	55145422	ENSG00000131981	+	LGALS3
chr14	55271343	55370052	ENSG00000178974	+	FBXO34
chr14	55366390	55411829	ENSG00000126775	-	ATG14
chr14	64388030	64463456	ENSG00000100714	+	MTHFD1
chr14	64449105	64505212	ENSG00000089775	-	ZBTB25
chr14	64503711	64533689	ENSG00000126804	+	ZBTB1
chr14	64535904	64546172	ENSG00000126803	+	HSPA2
chr14	64914360	64944590	ENSG00000258289	+	CHURC1
chr14	64939151	64942904	ENSG00000176153	-	GPX2
chr14	64945813	64972934	ENSG00000139998	-	RAB15
chr14	65006173	65102694	ENSG00000125952	-	MAX
chr14	65410591	65744120	ENSG00000033170	+	FUT8
chr14	66507406	67181802	ENSG00000171723	+	GPHN
chr14	67447083	67533738	ENSG00000198133	-	TMEM229B
chr14	70325080	70416983	ENSG00000133983	-	COX16
chr14	70326063	70417073	ENSG00000258644	-	SYNJ2BP-COX16
chr14	72619295	72894115	ENSG00000205683	-	DPF3
chr14	72926376	72959702	ENSG00000119599	+	DCAF4
chr14	72969450	73027130	ENSG00000165861	-	ZFYVE1
chr14	73136417	73223690	ENSG00000080815	+	PSEN1
chr14	73237496	73274639	ENSG00000100767	+	PAPLN
chr14	73275106	73458616	ENSG00000133961	-	NUMB
chr14	73478483	73558946	ENSG00000187105	-	HEATR4
chr14	73490932	73493393	ENSG00000170468	+	RIOX1
chr14	73591872	73595765	ENSG00000177465	+	ACOT4
chr14	73610944	73619887	ENSG00000205669	+	ACOT6
chr14	73711782	73714383	ENSG00000176903	-	PNMA1
chr14	73851843	73886826	ENSG00000140043	+	PTGR2
chr14	73886616	73932520	ENSG00000119725	+	ZNF410
chr14	73949925	73963669	ENSG00000119723	+	COQ6
chr14	74019348	74082862	ENSG00000119636	+	BBOF1
chr14	77098310	77225461	ENSG00000259164	+	AC007375.2
chr14	77116567	77259494	ENSG00000165548	+	TMEM63C
chr14	77394020	77423516	ENSG00000165555	-	NOXRED1
chr14	80954988	81146305	ENSG00000165409	+	TSHR
chr14	81260655	81436464	ENSG00000140022	-	STON2
chr14	89954938	90044763	ENSG00000042088	+	TDP1
chr14	90267859	90331968	ENSG00000119720	-	NRDE2
chr14	91271322	91417843	ENSG00000015133	-	CCDC88C
chr14	91869410	91947986	ENSG00000140092	-	FBLN5
chr14	92044495	92106620	ENSG00000066427	-	ATXN3
chr14	93207240	93229214	ENSG00000012963	+	UBR7
chr14	99500189	99604206	ENSG00000205476	-	CCDC85C
chr14	99645128	99680568	ENSG00000182218	+	HHIPL1
chr14	102362940	102502476	ENSG00000196663	+	TECPR2
chr14	102501766	102509798	ENSG00000156381	-	ANKRD9
chr14	102777448	102911499	ENSG00000131323	+	TRAF3
chr14	103733194	103847574	ENSG00000088808	-	PPP1R13B
chr14	103928455	104052666	ENSG00000156414	+	TDRD9
chr14	104724228	104747309	ENSG00000185100	+	ADSS1
chr14	104753146	104768493	ENSG00000184990	+	SIVA1
chr14	104769348	104795750	ENSG00000142208	-	AKT1
chr14	104924712	104937760	ENSG00000166428	+	PLD4
chr14	104937252	104978373	ENSG00000185567	-	AHNAK2
chr14	104985774	105010481	ENSG00000140104	+	CLBA1
chr14	105209285	105315588	ENSG00000185024	-	BRF1
chr14	105764502	105771404	ENSG00000211897	-	IGHG3
chr15	30403739	30414161	ENSG00000186399	-	GOLGA8R
chr15	31923437	32173017	ENSG00000175344	+	CHRNA7
chr15	32718003	32745105	ENSG00000166923	+	GREM1
chr15	34229783	34338059	ENSG00000140199	-	SLC12A6
chr15	34379070	34437465	ENSG00000175265	-	GOLGA8A
chr15	34525206	34583650	ENSG00000215252	-	GOLGA8B
chr15	38488102	38565574	ENSG00000172575	-	RASGRP1
chr15	40323691	40326714	ENSG00000259330	+	INAFM2
chr15	40528682	40565056	ENSG00000128891	-	CCDC32
chr15	40735883	40755850	ENSG00000137824	-	RMDN3
chr15	40807085	40815083	ENSG00000166140	+	ZFYVE19
chr15	40872213	40874233	ENSG00000104140	-	RHOV
chr15	41230838	41281886	ENSG00000187446	+	CHP1
chr15	41284006	41380995	ENSG00000285920	+	AC087721.2
chr15	41320793	41381049	ENSG00000137804	+	NUSAP1
chr15	41387217	41409402	ENSG00000137806	-	NDUFAF1
chr15	41408407	41483562	ENSG00000137815	+	RTF1
chr15	41517175	41544268	ENSG00000103932	-	RPAP1
chr15	41621223	41773080	ENSG00000174197	+	MGA
chr15	41774433	41827854	ENSG00000137802	+	MAPKBP1
chr15	41828091	41837580	ENSG00000243789	+	JMJD7
chr15	41828115	41848142	ENSG00000168970	+	JMJD7-PLA2G4B
chr15	41837774	41848146	ENSG00000243708	+	PLA2G4B
chr15	41848145	41894052	ENSG00000137877	-	SPTBN5
chr15	42139033	42156635	ENSG00000168907	-	PLA2G4F
chr15	42412822	42491140	ENSG00000103994	-	ZNF106
chr15	42738729	42920808	ENSG00000128881	-	TTBK2
chr15	44562695	44663677	ENSG00000104133	-	SPG11
chr15	47184100	47774227	ENSG00000137872	+	SEMA6D
chr15	48988475	49046446	ENSG00000138593	-	SECISBP2L
chr15	49155655	49367868	ENSG00000156958	+	GALK2
chr15	49326961	49620928	ENSG00000166262	-	FAM227B
chr15	49621036	49656231	ENSG00000104047	+	DTWD1
chr15	49858237	50182816	ENSG00000104043	-	ATP8B4
chr15	50182195	50236384	ENSG00000140284	+	SLC27A2
chr15	50424379	50514420	ENSG00000138592	+	USP8
chr15	50552472	50686796	ENSG00000092439	-	TRPM7
chr15	50908671	51005894	ENSG00000081014	+	AP4E1
chr15	51056597	51105275	ENSG00000183578	-	TNFAIP8L3
chr15	51341654	51408004	ENSG00000186417	+	GLDN
chr15	55340031	55408509	ENSG00000260916	-	CCPG1
chr15	55538883	55588946	ENSG00000171016	-	PYGO1
chr15	55611543	55743151	ENSG00000166450	-	PRTG
chr15	56244008	56445996	ENSG00000151575	+	TEX9
chr15	57375966	57550716	ENSG00000128849	+	CGNL1
chr15	58771191	58861899	ENSG00000128923	+	MINDY2
chr15	58879049	58933678	ENSG00000137776	-	SLTM
chr15	61852388	62060472	ENSG00000129003	-	VPS13C
chr15	62390525	62844630	ENSG00000171914	+	TLN2
chr15	63042631	63071914	ENSG00000140416	+	TPM1
