#chr	start	end	gene_id	source	gene_name	event_id
chr1	112360000	114920000	ENSG00000134242	TWAS	PTPN22	TL1
chr1	19589085	24080000	ENSG00000158825	TWAS	CDA	TL1
chr1	39691688	42760000	ENSG00000066136	TWAS	NFYC	TL1
chr20	34800000	37528637	ENSG00000080845	TWAS	DLGAP4	TL1
chr20	34800000	37270918	ENSG00000131043	TWAS	AAR2	TL1
chr20	34800000	37080000	ENSG00000149646	TWAS	CNBD2	TL1
chr20	36521205	39080000	ENSG00000053438	TWAS	NNAT	TL1
chr20	36920000	39651035	ENSG00000124143	TWAS	ARHGAP40	TL1
chr20	36920000	39588463	ENSG00000182035	TWAS	ADIG	TL1
chr20	36920000	39166578	ENSG00000198959	TWAS	TGM2	TL1
chr20	59520000	64444167	ENSG00000130699	TWAS	TAF4	TL1
chr20	59520000	64444167	ENSG00000149679	TWAS	CABLES2	TL1
chr20	59520000	64444167	ENSG00000060491	TWAS	OGFR	TL1
chr20	59520000	64444167	ENSG00000101203	TWAS	COL20A1	TL1
chr20	59520000	64444167	ENSG00000101210	TWAS	EEF1A2	TL1
chr20	59520000	64444167	ENSG00000101152	TWAS	DNAJC5	TL1
chr20	59520000	64444167	ENSG00000203896	TWAS	LIME1	TL1
chr20	59520000	64444167	ENSG00000273047	TWAS	AL121845.2	TL1
chr20	59520000	64444167	ENSG00000196421	TWAS	C20orf204	TL1
chr22	46320000	50818468	ENSG00000254413	TWAS	CHKB-CPT1B	TL1
chr2	27360000	30120000	ENSG00000213639	TWAS	PPP1CB	TL1
chr2	52852912	55680000	ENSG00000119737	TWAS	GPR75	TL1
chr2	52970837	55680000	ENSG00000170634	TWAS	ACYP2	TL1
chr3	127619969	129681075	ENSG00000163902	TWAS	RPN1	TL1
chr3	128040000	130062406	ENSG00000169704	TWAS	GP9	TL1
chr3	128040000	130122801	ENSG00000172780	TWAS	RAB43	TL1
chr3	137494344	141280000	ENSG00000114107	TWAS	CEP70	TL1
chr3	137434615	141280000	ENSG00000158220	TWAS	ESYT3	TL1
chr3	158640000	161565571	ENSG00000186432	TWAS	KPNA4	TL1
chr3	169418867	171454733	ENSG00000013297	TWAS	CLDN11	TL1
chr3	168839172	170880000	ENSG00000114248	TWAS	LRRC31	TL1
chr3	168880000	171181749	ENSG00000173889	TWAS	PHC3	TL1
chr3	169418867	171860380	ENSG00000285218	TWAS	AC026316.4	TL1
chr3	46680000	50416475	ENSG00000145022	TWAS	TCTA	TL1
chr3	46680000	50535618	ENSG00000173402	TWAS	DAG1	TL1
chr3	46680000	50320000	ENSG00000183396	TWAS	TMEM89	TL1
chr3	46680000	50358353	ENSG00000233276	TWAS	GPX1	TL1
chr3	46680000	50721529	ENSG00000164068	TWAS	RNF123	TL1
chr3	50120000	52718613	ENSG00000164082	TWAS	GRM2	TL1
chr3	46680000	51920000	ENSG00000179564	TWAS	LSMEM2	TL1
chr3	46680000	50813953	ENSG00000182179	TWAS	UBA7	TL1
chr3	100222546	102320575	ENSG00000081148	TWAS	IMPG2	TL1
chr4	162110073	164166890	ENSG00000145414	TWAS	NAF1	TL1
chr4	162240000	164344832	ENSG00000164128	TWAS	NPY1R	TL1
chr4	162240000	165120000	ENSG00000198498	TWAS	TMA16	TL1
chr5	0	4840000	ENSG00000066230	TWAS	SLC9A3	TL1
chr5	0	4840000	ENSG00000180104	TWAS	EXOC3	TL1
chr5	65600000	72320000	ENSG00000205571	TWAS	SMN2	TL1
chr6	24360000	26701783	ENSG00000079689	TWAS	SCGN	TL1
chr6	24279077	26620530	ENSG00000079691	TWAS	CARMIL1	TL1
chr6	24360000	30480000	ENSG00000112343	TWAS	TRIM38	TL1
chr6	25031589	30480000	ENSG00000286522	TWAS	H3C2	TL1
chr6	25087280	30480000	ENSG00000010704	TWAS	HFE	TL1
chr6	25043227	30480000	ENSG00000276410	TWAS	H2BC3	TL1
chr6	25033092	30480000	ENSG00000278463	TWAS	H2AC4	TL1
chr6	25215159	30480000	ENSG00000273802	TWAS	H2BC8	TL1
chr6	25269405	30480000	ENSG00000273983	TWAS	H3C8	TL1
chr6	25596952	30480000	ENSG00000146109	TWAS	ABT1	TL1
chr6	25538365	30480000	ENSG00000182952	TWAS	HMGN4	TL1
chr6	25960000	30480000	ENSG00000185130	TWAS	H2BC13	TL1
chr6	25960000	30480000	ENSG00000196747	TWAS	H2AC13	TL1
chr6	25960000	30480000	ENSG00000197903	TWAS	H2BC12	TL1
chr6	25960000	30480000	ENSG00000278828	TWAS	H3C10	TL1
chr6	25960000	30480000	ENSG00000197153	TWAS	H3C12	TL1
chr6	25960000	30480000	ENSG00000274641	TWAS	H2BC17	TL1
chr6	25960000	30480000	ENSG00000275126	TWAS	H4C13	TL1
chr6	25960000	30480000	ENSG00000275379	TWAS	H3C11	TL1
chr6	25960000	30480000	ENSG00000124657	TWAS	OR2B6	TL1
chr6	25960000	30480000	ENSG00000168131	TWAS	OR2B2	TL1
chr6	25960000	33560000	ENSG00000204632	TWAS	HLA-G	TL1
chr6	25960000	33560000	ENSG00000241370	TWAS	RPP21	TL1
chr6	29600413	33560000	ENSG00000204569	TWAS	PPP1R10	TL1
chr6	29557279	33560000	ENSG00000204576	TWAS	PRR3	TL1
chr6	29640000	33560000	ENSG00000146112	TWAS	PPP1R18	TL1
chr6	29640000	33560000	ENSG00000137312	TWAS	FLOT1	TL1
chr6	29640000	33560000	ENSG00000196230	TWAS	TUBB	TL1
chr6	29640000	33560000	ENSG00000204539	TWAS	CDSN	TL1
chr6	29640000	33560000	ENSG00000234745	TWAS	HLA-B	TL1
chr6	29640000	33560000	ENSG00000204475	TWAS	NCR3	TL1
chr6	29640000	33560000	ENSG00000204482	TWAS	LST1	TL1
chr6	29640000	33560000	ENSG00000204439	TWAS	C6orf47	TL1
chr6	29640000	33560000	ENSG00000204469	TWAS	PRRC2A	TL1
chr6	29640000	33560000	ENSG00000204435	TWAS	CSNK2B	TL1
chr6	29640000	33560000	ENSG00000240053	TWAS	LY6G5B	TL1
chr6	29640000	33560000	ENSG00000204421	TWAS	LY6G6C	TL1
chr6	29640000	33560000	ENSG00000204424	TWAS	LY6G6F	TL1
chr6	29640000	33560000	ENSG00000255552	TWAS	LY6G6E	TL1
chr6	29640000	33560000	ENSG00000213722	TWAS	DDAH2	TL1
chr6	29640000	33560000	ENSG00000204389	TWAS	HSPA1A	TL1
chr6	29640000	33560000	ENSG00000204394	TWAS	VARS1	TL1
chr6	29640000	33560000	ENSG00000166278	TWAS	C2	TL1
chr6	29640000	33560000	ENSG00000204351	TWAS	SKIV2L	TL1
chr6	29640000	33560000	ENSG00000224389	TWAS	C4B	TL1
chr6	29640000	33560000	ENSG00000231852	TWAS	CYP21A2	TL1
chr6	29640000	33560000	ENSG00000204308	TWAS	RNF5	TL1
chr6	29640000	33560000	ENSG00000258388	TWAS	PPT2-EGFL8	TL1
chr6	29640000	33560000	ENSG00000198502	TWAS	HLA-DRB5	TL1
chr6	29640000	33853816	ENSG00000168394	TWAS	TAP1	TL1
chr6	29640000	33844679	ENSG00000204264	TWAS	PSMB8	TL1
chr6	29640000	33969094	ENSG00000204257	TWAS	HLA-DMA	TL1
chr6	29640000	35520000	ENSG00000204220	TWAS	PFDN6	TL1
chr6	29640000	34272047	ENSG00000223501	TWAS	VPS52	TL1
chr6	29640000	35520000	ENSG00000235863	TWAS	B3GALT4	TL1
chr6	29640000	35520000	ENSG00000112511	TWAS	PHF1	TL1
chr7	123440000	125476955	ENSG00000230268	TWAS	SSU72P8	TL1
chr7	123440000	125765792	ENSG00000170775	TWAS	GPR37	TL1
chr7	124920000	128593611	ENSG00000179562	TWAS	GCC1	TL1
chr7	127937456	130880000	ENSG00000128604	TWAS	IRF5	TL1
chr7	128225022	130880000	ENSG00000158467	TWAS	AHCYL2	TL1
chr7	22105757	24177914	ENSG00000122550	TWAS	KLHL7	TL1
chr7	22298738	24311729	ENSG00000156928	TWAS	MALSU1	TL1
chr7	98840000	102680000	ENSG00000085514	TWAS	PILRA	TL1
chr8	44000000	48736306	ENSG00000164808	TWAS	SPIDR	TL1
chr8	0	2160000	ENSG00000172748	TWAS	ZNF596	TL1
chr8	72008859	75360000	ENSG00000147601	TWAS	TERF1	TL1
chr10	99320000	102557321	ENSG00000166167	TWAS	BTRC	TL1
chr10	102040000	104277605	ENSG00000076685	TWAS	NT5C2	TL1
chr10	103031286	105085880	ENSG00000065618	TWAS	COL17A1	TL1
chr10	103353832	109880000	ENSG00000120051	TWAS	CFAP58	TL1
chr10	3080000	7840000	ENSG00000057608	TWAS	GDI2	TL1
chr10	92480000	97760000	ENSG00000108239	TWAS	TBC1D12	TL1
chr10	92480000	95332823	ENSG00000138193	TWAS	PLCE1	TL1
chr10	97440000	102120000	ENSG00000014919	TWAS	COX15	TL1
chr10	97440000	102120000	ENSG00000119929	TWAS	CUTC	TL1
chr11	106080000	108666779	ENSG00000110675	TWAS	ELMOD1	TL1
chr11	107008897	110400000	ENSG00000166266	TWAS	CUL5	TL1
chr11	106080000	110400000	ENSG00000179331	TWAS	RAB39A	TL1
chr11	0	3560000	ENSG00000130595	TWAS	TNNT3	TL1
chr11	0	3560000	ENSG00000180176	TWAS	TH	TL1
chr11	0	3560000	ENSG00000177963	TWAS	RIC8A	TL1
chr11	0	3560000	ENSG00000185187	TWAS	SIGIRR	TL1
chr11	45743048	48440000	ENSG00000175216	TWAS	CKAP5	TL1
chr11	45800000	48565569	ENSG00000149187	TWAS	CELF1	TL1
chr12	110443485	112599676	ENSG00000204842	TWAS	ATXN2	TL1
chr12	119438112	124040000	ENSG00000111775	TWAS	COX6A1	TL1
chr12	119578764	124040000	ENSG00000167272	TWAS	POP5	TL1
chr12	120080000	124040000	ENSG00000110987	TWAS	BCL7A	TL1
chr12	120080000	124040000	ENSG00000111011	TWAS	RSRC2	TL1
chr12	120080000	124040000	ENSG00000130779	TWAS	CLIP1	TL1
chr12	120080000	124040000	ENSG00000139722	TWAS	VPS37B	TL1
chr12	120080000	124040000	ENSG00000175727	TWAS	MLXIP	TL1
chr12	120080000	124040000	ENSG00000184445	TWAS	KNTC1	TL1
chr12	120080000	124244014	ENSG00000051825	TWAS	MPHOSPH9	TL1
chr12	120080000	124150015	ENSG00000090975	TWAS	PITPNM2	TL1
chr12	120080000	124040000	ENSG00000111325	TWAS	OGFOD2	TL1
chr12	120080000	124258079	ENSG00000130921	TWAS	C12orf65	TL1
chr12	120080000	124040000	ENSG00000150967	TWAS	ABCB9	TL1
chr12	120080000	124436684	ENSG00000150977	TWAS	RILPL2	TL1
chr12	120080000	124040000	ENSG00000182196	TWAS	ARL6IP4	TL1
chr12	120080000	124409353	ENSG00000183955	TWAS	KMT5A	TL1
chr12	53040000	56040000	ENSG00000111481	TWAS	COPZ1	TL1
chr12	87492793	90960000	ENSG00000049130	TWAS	KITLG	TL1
chr13	48800000	52024120	ENSG00000136104	TWAS	RNASEH2B	TL1
chr14	0	24480000	ENSG00000100804	TWAS	PSMB5	TL1
chr14	61840000	67760000	ENSG00000070182	TWAS	SPTB	TL1
chr14	64006174	67760000	ENSG00000125952	TWAS	MAX	TL1
chr14	64320000	68589612	ENSG00000054690	TWAS	PLEKHH1	TL1
chr14	72136417	74223691	ENSG00000080815	TWAS	PSEN1	TL1
chr14	72275107	74458617	ENSG00000133961	TWAS	NUMB	TL1
chr14	71800000	74027131	ENSG00000165861	TWAS	ZFYVE1	TL1
chr14	72610944	75680000	ENSG00000205669	TWAS	ACOT6	TL1
chr14	71619296	73894116	ENSG00000205683	TWAS	DPF3	TL1
chr14	90240000	92510554	ENSG00000100796	TWAS	PPP4R3A	TL1
chr15	40280000	45120000	ENSG00000140264	TWAS	SERF2	TL1
chr15	48155655	51000000	ENSG00000156958	TWAS	GALK2	TL1
chr16	0	5120000	ENSG00000213918	TWAS	DNASE1	TL1
chr16	25040000	34000000	ENSG00000168488	TWAS	ATXN2L	TL1
chr16	28360000	34000000	ENSG00000099381	TWAS	SETD1A	TL1
chr16	48487524	50857919	ENSG00000102935	TWAS	ZNF423	TL1
chr16	49246136	52080000	ENSG00000121281	TWAS	ADCY7	TL1
chr16	66109940	71160000	ENSG00000125149	TWAS	C16orf70	TL1
chr16	66873051	71160000	ENSG00000038358	TWAS	EDC4	TL1
chr16	66657512	71160000	ENSG00000102977	TWAS	ACD	TL1
chr16	70080000	77640000	ENSG00000196436	TWAS	NPIPB15	TL1
chr16	85040000	90338345	ENSG00000158545	TWAS	ZC3H18	TL1
chr16	85040000	90338345	ENSG00000129993	TWAS	CBFA2T3	TL1
chr17	0	2840000	ENSG00000167193	TWAS	CRK	TL1
chr17	0	2840000	ENSG00000167693	TWAS	NXN	TL1
chr17	0	2840000	ENSG00000183688	TWAS	RFLNB	TL1
chr17	41313324	43388540	ENSG00000168610	TWAS	STAT3	TL1
chr17	41720000	46680000	ENSG00000108828	TWAS	VAT1	TL1
chr17	41720000	46680000	ENSG00000108830	TWAS	RND2	TL1
chr17	41720000	46680000	ENSG00000267060	TWAS	PTGES3L	TL1
chr17	41720000	46680000	ENSG00000012048	TWAS	BRCA1	TL1
chr17	42560000	46680000	ENSG00000108840	TWAS	HDAC5	TL1
chr17	41720000	46680000	ENSG00000184988	TWAS	TMEM106A	TL1
chr17	41720000	46680000	ENSG00000236383	TWAS	CCDC200	TL1
chr17	4720000	9760000	ENSG00000205544	TWAS	TMEM256	TL1
chr17	4720000	9760000	ENSG00000262481	TWAS	TMEM256-PLSCR3	TL1
chr17	4720000	9760000	ENSG00000220205	TWAS	VAMP2	TL1
chr17	4720000	9760000	ENSG00000263620	TWAS	AC129492.3	TL1
chr17	76360000	80080000	ENSG00000167900	TWAS	TK1	TL1
chr17	76360000	80080000	ENSG00000183077	TWAS	AFMID	TL1
chr18	0	5200000	ENSG00000101596	TWAS	SMCHD1	TL1
chr18	43600000	46120000	ENSG00000152217	TWAS	SETBP1	TL1
chr18	50400000	56720000	ENSG00000101751	TWAS	POLI	TL1
chr18	77680000	80373285	ENSG00000060069	TWAS	CTDP1	TL1
chr19	12104902	14520000	ENSG00000104907	TWAS	TRMT1	TL1
chr19	17040000	27240000	ENSG00000188171	TWAS	ZNF626	TL1
chr19	17040000	27240000	ENSG00000197360	TWAS	ZNF98	TL1
chr19	17040000	27240000	ENSG00000198521	TWAS	ZNF43	TL1
chr19	0	5800000	ENSG00000141985	TWAS	SH3GL1	TL1
chr1	112073197	114132260	ENSG00000198799	TWAS	LRIG2	TL1
chr1	112360000	114685923	ENSG00000081026	TWAS	MAGI3	TL1
chr1	113089291	115153880	ENSG00000134207	TWAS	SYT6	TL1
chr1	10480000	12848079	ENSG00000011021	TWAS	CLCN6	TL1
chr1	148440000	152401937	ENSG00000159377	TWAS	PSMB4	TL1
chr1	184157079	186400000	ENSG00000116668	TWAS	SWT1	TL1
chr1	19651767	24080000	ENSG00000244038	TWAS	DDOST	TL1
chr1	225548763	228640000	ENSG00000203685	TWAS	STUM	TL1
chr1	226000000	229148984	ENSG00000143774	TWAS	GUK1	TL1
chr1	226000000	229182257	ENSG00000181873	TWAS	IBA57	TL1
chr1	43783585	47120000	ENSG00000142959	TWAS	BEST4	TL1
chr1	92345906	94369493	ENSG00000117505	TWAS	DR1	TL1
chr20	34800000	37232799	ENSG00000088367	TWAS	EPB41L1	TL1
chr20	34455163	37080000	ENSG00000126001	TWAS	CEP250	TL1
chr20	34201745	37080000	ENSG00000126005	TWAS	MMP24OS	TL1
chr20	34800000	37646196	ENSG00000101082	TWAS	SLA2	TL1
chr20	34800000	37612557	ENSG00000101084	TWAS	RAB5IF	TL1
chr20	36101226	39080000	ENSG00000101353	TWAS	MROH8	TL1
chr20	36289637	39080000	ENSG00000101363	TWAS	MANBAL	TL1
chr20	36178409	39080000	ENSG00000118705	TWAS	RPN2	TL1
chr20	34800000	37863538	ENSG00000149639	TWAS	SOGA1	TL1
chr20	36920000	41720000	ENSG00000101445	TWAS	PPP1R16B	TL1
chr20	58933763	64444167	ENSG00000196227	TWAS	FAM217B	TL1
chr20	59520000	64444167	ENSG00000101180	TWAS	HRH3	TL1
chr20	59520000	64444167	ENSG00000101182	TWAS	PSMA7	TL1
chr20	59520000	64444167	ENSG00000125534	TWAS	PPDPF	TL1
chr20	59520000	64444167	ENSG00000026036	TWAS	RTEL1-TNFRSF6B	TL1
chr20	59520000	64444167	ENSG00000125520	TWAS	SLC2A4RG	TL1
chr20	59520000	64444167	ENSG00000197114	TWAS	ZGPAT	TL1
chr20	59520000	64444167	ENSG00000243509	TWAS	TNFRSF6B	TL1
chr20	59520000	64444167	ENSG00000258366	TWAS	RTEL1	TL1
chr20	59520000	64444167	ENSG00000101161	TWAS	PRPF6	TL1
chr22	43040000	46760000	ENSG00000100376	TWAS	FAM118A	TL1
chr2	208080000	211171409	ENSG00000144445	TWAS	KANSL1L	TL1
chr2	213200000	216349773	ENSG00000138363	TWAS	ATIC	TL1
chr2	27360000	30120000	ENSG00000163806	TWAS	SPDYA	TL1
chr2	52864069	55680000	ENSG00000068878	TWAS	PSME4	TL1
chr2	50480000	55680000	ENSG00000115239	TWAS	ASB3	TL1
chr2	52767803	55680000	ENSG00000143942	TWAS	CHAC2	TL1
chr2	53253178	55680000	ENSG00000178021	TWAS	TSPYL6	TL1
chr3	128040000	130277773	ENSG00000181789	TWAS	COPG1	TL1
chr3	158640000	161434953	ENSG00000113810	TWAS	SMC4	TL1
chr3	169459548	171586075	ENSG00000013293	TWAS	SLC7A14	TL1
chr3	168773395	170880000	ENSG00000085274	TWAS	MYNN	TL1
chr3	167280000	170663775	ENSG00000085276	TWAS	MECOM	TL1
chr3	169222423	171305977	ENSG00000163558	TWAS	PRKCI	TL1
chr3	46680000	50320000	ENSG00000047849	TWAS	MAP4	TL1
chr3	46680000	50320000	ENSG00000178537	TWAS	SLC25A20	TL1
chr3	46680000	50320000	ENSG00000232112	TWAS	TMA7	TL1
chr3	46680000	50930173	ENSG00000164077	TWAS	MON1A	TL1
chr3	49341110	51920000	ENSG00000004838	TWAS	ZMYND10	TL1
chr3	50120000	52668667	ENSG00000164080	TWAS	RAD54L2	TL1
chr3	49350891	51920000	ENSG00000272104	TWAS	Z84492.1	TL1
chr3	100240000	102513241	ENSG00000138468	TWAS	SENP7	TL1
chr4	0	4120000	ENSG00000063978	TWAS	RNF4	TL1
chr4	0	4120000	ENSG00000123933	TWAS	MXD4	TL1
chr4	44680000	51800000	ENSG00000075539	TWAS	FRYL	TL1
chr4	44680000	51800000	ENSG00000109180	TWAS	OCIAD1	TL1
chr4	6040000	9520000	ENSG00000173011	TWAS	TADA2B	TL1
chr5	0	4840000	ENSG00000249915	TWAS	PDCD6	TL1
chr5	0	4840000	ENSG00000171368	TWAS	TPPP	TL1
chr5	132052012	135000000	ENSG00000170606	TWAS	HSPA4	TL1
chr5	138040000	140760000	ENSG00000120727	TWAS	PAIP2	TL1
chr5	78612419	80686648	ENSG00000164329	TWAS	TENT2	TL1
chr5	0	4840000	ENSG00000113504	TWAS	SLC12A7	TL1
chr5	0	4840000	ENSG00000153395	TWAS	LPCAT1	TL1
chr5	0	4840000	ENSG00000164362	TWAS	TERT	TL1
chr6	25402236	30480000	ENSG00000026950	TWAS	BTN3A1	TL1
chr6	25960000	30480000	ENSG00000112812	TWAS	PRSS16	TL1
chr6	25960000	30480000	ENSG00000124635	TWAS	H2BC11	TL1
chr6	25960000	30480000	ENSG00000196812	TWAS	ZSCAN16	TL1
chr6	25960000	30480000	ENSG00000197279	TWAS	ZNF165	TL1
chr6	25960000	30480000	ENSG00000198315	TWAS	ZKSCAN8	TL1
chr6	25960000	30480000	ENSG00000187626	TWAS	ZKSCAN4	TL1
chr6	25960000	30480000	ENSG00000197062	TWAS	ZSCAN26	TL1
chr6	25960000	30480000	ENSG00000187987	TWAS	ZSCAN23	TL1
chr6	25960000	30480000	ENSG00000232040	TWAS	ZBED9	TL1
chr6	25960000	33560000	ENSG00000204655	TWAS	MOG	TL1
chr6	25960000	33560000	ENSG00000206503	TWAS	HLA-A	TL1
chr6	29640000	33560000	ENSG00000204472	TWAS	AIF1	TL1
chr6	29640000	33560000	ENSG00000263020	TWAS	AL662899.2	TL1
chr6	29640000	33560000	ENSG00000204427	TWAS	ABHD16A	TL1
chr6	29640000	33560000	ENSG00000204410	TWAS	MSH5	TL1
chr6	29640000	33560000	ENSG00000255152	TWAS	MSH5-SAPCD1	TL1
chr6	29640000	33560000	ENSG00000204390	TWAS	HSPA1L	TL1
chr6	29640000	33560000	ENSG00000204314	TWAS	PRRT1	TL1
chr6	29640000	33560000	ENSG00000204305	TWAS	AGER	TL1
chr6	29640000	33668383	ENSG00000179344	TWAS	HLA-DQB1	TL1
chr6	29640000	33589848	ENSG00000196126	TWAS	HLA-DRB1	TL1
chr6	29640000	33747198	ENSG00000237541	TWAS	HLA-DQA2	TL1
chr6	29640000	33941028	ENSG00000242574	TWAS	HLA-DMB	TL1
chr6	29640000	33953122	ENSG00000248993	TWAS	AL645941.2	TL1
chr6	29640000	34009591	ENSG00000204252	TWAS	HLA-DOA	TL1
chr6	29640000	34200665	ENSG00000204231	TWAS	RXRB	TL1
chr7	123030921	125033067	ENSG00000234224	TWAS	TMEM229A	TL1
chr7	124920000	128591700	ENSG00000004059	TWAS	ARF5	TL1
chr7	127954180	130880000	ENSG00000064419	TWAS	TNPO3	TL1
chr7	128320000	131506465	ENSG00000106484	TWAS	MEST	TL1
chr7	74760000	80080000	ENSG00000146707	TWAS	POMZP3	TL1
chr7	74760000	80080000	ENSG00000188372	TWAS	ZP3	TL1
chr7	74760000	80080000	ENSG00000243566	TWAS	UPK3B	TL1
chr7	98840000	102680000	ENSG00000078487	TWAS	ZCWPW1	TL1
chr7	98840000	102680000	ENSG00000121716	TWAS	PILRB	TL1
chr8	20200000	22913690	ENSG00000147443	TWAS	DOK2	TL1
chr8	20200000	25160000	ENSG00000158815	TWAS	FGF17	TL1
chr8	20200000	22812357	ENSG00000168546	TWAS	GFRA2	TL1
chr8	54440000	56826445	ENSG00000137574	TWAS	TGS1	TL1
chr8	89680000	94760000	ENSG00000155100	TWAS	OTUD6B	TL1
chr8	91080000	96240000	ENSG00000156162	TWAS	DPY19L4	TL1
chr10	102040000	104592552	ENSG00000107954	TWAS	NEURL1	TL1
chr11	107308519	110400000	ENSG00000166323	TWAS	C11orf65	TL1
chr11	0	3560000	ENSG00000182272	TWAS	B4GALNT4	TL1
chr11	45800000	48848555	ENSG00000030066	TWAS	NUP160	TL1
chr11	45800000	48767443	ENSG00000109920	TWAS	FNBP4	TL1
chr12	119533479	124040000	ENSG00000022840	TWAS	RNF10	TL1
chr12	119461672	124040000	ENSG00000111786	TWAS	SRSF9	TL1
chr12	120080000	124040000	ENSG00000170633	TWAS	RNF34	TL1
chr12	53040000	56040000	ENSG00000094916	TWAS	CBX5	TL1
chr13	39555667	41666641	ENSG00000150907	TWAS	FOXO1	TL1
chr14	0	24480000	ENSG00000165819	TWAS	METTL3	TL1
chr14	61840000	67760000	ENSG00000140009	TWAS	ESR2	TL1
chr14	72478484	75680000	ENSG00000187105	TWAS	HEATR4	TL1
chr16	25040000	34000000	ENSG00000177548	TWAS	RABEP2	TL1
chr16	25040000	34000000	ENSG00000178188	TWAS	SH2B1	TL1
chr16	25040000	34000000	ENSG00000196502	TWAS	SULT1A1	TL1
chr16	66164742	71160000	ENSG00000102878	TWAS	HSF4	TL1
chr16	66880000	75440000	ENSG00000090857	TWAS	PDPR	TL1
chr16	66880000	71160000	ENSG00000103018	TWAS	CYB5B	TL1
chr16	66880000	75440000	ENSG00000103051	TWAS	COG4	TL1
chr16	66880000	71160000	ENSG00000132604	TWAS	TERF2	TL1
chr16	66880000	75440000	ENSG00000189091	TWAS	SF3B3	TL1
chr16	70080000	75440000	ENSG00000180917	TWAS	CMTR2	TL1
chr17	0	2900082	ENSG00000132383	TWAS	RPA1	TL1
chr18	0	2880000	ENSG00000132199	TWAS	ENOSF1	TL1
chr18	54160000	56720000	ENSG00000196628	TWAS	TCF4	TL1
chr19	17040000	27240000	ENSG00000105669	TWAS	COPE	TL1
chr19	17040000	27240000	ENSG00000196268	TWAS	ZNF493	TL1
chr1	108200000	112800000	ENSG00000168679	TWAS	SLC16A4	TL1
chr1	184045525	186400000	ENSG00000121481	TWAS	RNF2	TL1
chr20	33844720	37080000	ENSG00000131067	TWAS	GGT7	TL1
chr20	33689097	37080000	ENSG00000198646	TWAS	NCOA6	TL1
chr20	59520000	64444167	ENSG00000125510	TWAS	OPRL1	TL1
chr3	137652698	141280000	ENSG00000051382	TWAS	PIK3CB	TL1
chr3	46680000	51119021	ENSG00000003756	TWAS	RBM5	TL1
chr3	46680000	50340712	ENSG00000114316	TWAS	USP4	TL1
chr5	0	4840000	ENSG00000171421	TWAS	MRPL36	TL1
chr6	25960000	30480000	ENSG00000204713	TWAS	TRIM27	TL1
chr6	25960000	33560000	ENSG00000234127	TWAS	TRIM26	TL1
chr6	29640000	33560000	ENSG00000204536	TWAS	CCHCR1	TL1
chr6	29640000	33560000	ENSG00000204560	TWAS	DHX16	TL1
chr6	29640000	33560000	ENSG00000204525	TWAS	HLA-C	TL1
chr6	29640000	33560000	ENSG00000204388	TWAS	HSPA1B	TL1
chr8	20200000	25160000	ENSG00000158863	TWAS	FAM160B2	TL1
chr8	54440000	56773407	ENSG00000167904	TWAS	TMEM68	TL1
chr1	1280435	1292028	ENSG00000162572	QTL	SCNN1D	TL1
chr1	11806095	11848078	ENSG00000011021	QTL	CLCN6	TL1
chr1	20633457	20651510	ENSG00000158828	QTL	PINK1	TL1
chr1	23191894	23194728	ENSG00000179546	QTL	HTR1D	TL1
chr1	23303770	23344335	ENSG00000125944	QTL	HNRNPR	TL1
chr1	27891523	27914745	ENSG00000117748	QTL	RPA2	TL1
chr1	39491635	39529868	ENSG00000183682	QTL	BMP8A	TL1
chr1	40691688	40771602	ENSG00000066136	QTL	NFYC	TL1
chr1	44775250	44778778	ENSG00000142937	QTL	RPS8	TL1
chr1	44783584	44788169	ENSG00000142959	QTL	BEST4	TL1
chr1	44808481	44814128	ENSG00000222009	QTL	BTBD19	TL1
chr1	44850521	44986721	ENSG00000070785	QTL	EIF2B3	TL1
chr1	77944054	77979109	ENSG00000162613	QTL	FUBP1	TL1
chr1	93079234	93139078	ENSG00000143033	QTL	MTF2	TL1
chr1	110210313	110283099	ENSG00000116396	QTL	KCNC4	TL1
chr1	113894193	113905200	ENSG00000134262	QTL	AP4B1	TL1
chr1	151399572	151401936	ENSG00000159377	QTL	PSMB4	TL1
chr1	151402723	151459493	ENSG00000143442	QTL	POGZ	TL1
chr1	161039250	161045976	ENSG00000158773	QTL	USF1	TL1
chr1	185157079	185291780	ENSG00000116668	QTL	SWT1	TL1
chr1	185296387	185317272	ENSG00000116679	QTL	IVNS1ABP	TL1
chr1	226548763	226609229	ENSG00000203685	QTL	STUM	TL1
chr2	28751639	28802939	ENSG00000213639	QTL	PPP1CB	TL1
chr2	28782516	28850610	ENSG00000163806	QTL	SPDYA	TL1
chr2	28849820	28870308	ENSG00000171103	QTL	TRMT61B	TL1
chr2	28894666	28948218	ENSG00000163811	QTL	WDR43	TL1
chr2	53864068	53970992	ENSG00000068878	QTL	PSME4	TL1
chr2	54253177	54256228	ENSG00000178021	QTL	TSPYL6	TL1
chr2	135741733	135785055	ENSG00000144224	QTL	UBXN4	TL1
chr2	215311955	215349772	ENSG00000138363	QTL	ATIC	TL1
chr3	48403853	48430085	ENSG00000164050	QTL	PLXNB1	TL1
chr3	48440256	48444207	ENSG00000232112	QTL	TMA7	TL1
chr3	49887001	49903872	ENSG00000164078	QTL	MST1R	TL1
chr3	49907159	49930172	ENSG00000164077	QTL	MON1A	TL1
chr3	49940006	50100044	ENSG00000004534	QTL	RBM6	TL1
